"list_name","name_choice","label_choice","name_new","country","type","name_question","label_question","column_name_new","type_question","label_choice.country"
"2_3_1_1","cultural","Cultural/health/school group.",NA,"global","select_multiple 2_3_1_1","_2_3_1_1","Select all the associations/organizations of which you or other HH members are part of","membership","select_multiple",NA
"2_3_1_1","other","Other (please specify)",NA,"global","select_multiple 2_3_1_1","_2_3_1_1","Select all the associations/organizations of which you or other HH members are part of","membership","select_multiple",NA
"2_3_1_1","none","Not a member of any organization.",NA,"global","select_multiple 2_3_1_1","_2_3_1_1","Select all the associations/organizations of which you or other HH members are part of","membership","select_multiple",NA
"2_3_1_1","i-dont-know","I don't know.",NA,"global","select_multiple 2_3_1_1","_2_3_1_1","Select all the associations/organizations of which you or other HH members are part of","membership","select_multiple",NA
"2_3_1_4","5","Associations/organizations demonstrate exceptional effectiveness in supporting farmers' business ventures, offering comprehensive assistance, fostering growth, and ensuring long-term success.",NA,"global","select_one 2_3_1_4","_2_3_1_4","In your opinion, how effective are farmer associations/organizations at supporting farmers in business?","trust_famers_associations","select_one",NA
"2_3_1_4","4","Associations/organizations play a significant role in supporting farmers' businesses, providing valuable resources, market opportunities, and essential services.",NA,"global","select_one 2_3_1_4","_2_3_1_4","In your opinion, how effective are farmer associations/organizations at supporting farmers in business?","trust_famers_associations","select_one",NA
"2_3_1_4","3","Associations/organizations offer satisfactory support to farmers, aiding them in various aspects of their businesses (e.g., market access, information sharing, and capacity development).",NA,"global","select_one 2_3_1_4","_2_3_1_4","In your opinion, how effective are farmer associations/organizations at supporting farmers in business?","trust_famers_associations","select_one",NA
"2_3_1_4","2","Associations/organizations provide limited support to farmers in business, with marginal impact on their overall success.",NA,"global","select_one 2_3_1_4","_2_3_1_4","In your opinion, how effective are farmer associations/organizations at supporting farmers in business?","trust_famers_associations","select_one",NA
"2_3_1_4","1","Associations/organizations offer no support to farmers' businesses.",NA,"global","select_one 2_3_1_4","_2_3_1_4","In your opinion, how effective are farmer associations/organizations at supporting farmers in business?","trust_famers_associations","select_one",NA
"2_3_1_4","i-dont-know","I don't know.",NA,"global","select_one 2_3_1_4","_2_3_1_4","In your opinion, how effective are farmer associations/organizations at supporting farmers in business?","trust_famers_associations","select_one",NA
"2_4_1","crop","Crop production",NA,"global","select_multiple 2_4_1","_2_4_1","Please select all the sources of income for your household?","income_sources","select_multiple",NA
"2_4_1","livestock","Livestock production",NA,"global","select_multiple 2_4_1","_2_4_1","Please select all the sources of income for your household?","income_sources","select_multiple",NA
"2_4_1","fish","Fish production",NA,"global","select_multiple 2_4_1","_2_4_1","Please select all the sources of income for your household?","income_sources","select_multiple",NA
"2_4_1","other_business","Other family business",NA,"global","select_multiple 2_4_1","_2_4_1","Please select all the sources of income for your household?","income_sources","select_multiple",NA
"2_4_1","casual_labour","Casual labour",NA,"global","select_multiple 2_4_1","_2_4_1","Please select all the sources of income for your household?","income_sources","select_multiple",NA
"2_4_1","formal_labour","Formal labour office job",NA,"global","select_multiple 2_4_1","_2_4_1","Please select all the sources of income for your household?","income_sources","select_multiple",NA
"2_4_1","transfers","Cash transfers",NA,"global","select_multiple 2_4_1","_2_4_1","Please select all the sources of income for your household?","income_sources","select_multiple",NA
"2_4_1","leasing","Leasing agricultural or non-agricultural land",NA,"global","select_multiple 2_4_1","_2_4_1","Please select all the sources of income for your household?","income_sources","select_multiple",NA
"2_4_1","subsidy","Subsidy",NA,"global","select_multiple 2_4_1","_2_4_1","Please select all the sources of income for your household?","income_sources","select_multiple",NA
"2_4_1","other","Other (please specify)",NA,"global","select_multiple 2_4_1","_2_4_1","Please select all the sources of income for your household?","income_sources","select_multiple",NA
"2_5_1","5","Good access.",NA,"global","select_one 2_5_1","_2_5_1_1","Do you and your family have access to enough: Healthy food?","access_healthy_food","select_one",NA
"2_5_1","5","Good access.",NA,"global","select_one 2_5_1","_2_5_1_2","Do you and your family have access to enough: Diversified food?","access_diversified_food","select_one",NA
"2_5_1","5","Good access.",NA,"global","select_one 2_5_1","_2_5_1_3","Do you and your family have access to enough: Seasonal food?","access_seasonal_food","select_one",NA
"2_5_1","5","Good access.",NA,"global","select_one 2_5_1","_2_5_1_4","Do you and your family have access to enough: Traditional food?","access_traditional_food","select_one",NA
"2_5_1","4","Fairly good.",NA,"global","select_one 2_5_1","_2_5_1_1","Do you and your family have access to enough: Healthy food?","access_healthy_food","select_one",NA
"2_5_1","4","Fairly good.",NA,"global","select_one 2_5_1","_2_5_1_2","Do you and your family have access to enough: Diversified food?","access_diversified_food","select_one",NA
"2_5_1","4","Fairly good.",NA,"global","select_one 2_5_1","_2_5_1_3","Do you and your family have access to enough: Seasonal food?","access_seasonal_food","select_one",NA
"2_5_1","4","Fairly good.",NA,"global","select_one 2_5_1","_2_5_1_4","Do you and your family have access to enough: Traditional food?","access_traditional_food","select_one",NA
"2_5_1","3","Moderate access.",NA,"global","select_one 2_5_1","_2_5_1_1","Do you and your family have access to enough: Healthy food?","access_healthy_food","select_one",NA
"2_5_1","3","Moderate access.",NA,"global","select_one 2_5_1","_2_5_1_2","Do you and your family have access to enough: Diversified food?","access_diversified_food","select_one",NA
"2_5_1","3","Moderate access.",NA,"global","select_one 2_5_1","_2_5_1_3","Do you and your family have access to enough: Seasonal food?","access_seasonal_food","select_one",NA
"2_5_1","3","Moderate access.",NA,"global","select_one 2_5_1","_2_5_1_4","Do you and your family have access to enough: Traditional food?","access_traditional_food","select_one",NA
"2_5_1","2","Limited access.",NA,"global","select_one 2_5_1","_2_5_1_1","Do you and your family have access to enough: Healthy food?","access_healthy_food","select_one",NA
"2_5_1","2","Limited access.",NA,"global","select_one 2_5_1","_2_5_1_2","Do you and your family have access to enough: Diversified food?","access_diversified_food","select_one",NA
"2_5_1","2","Limited access.",NA,"global","select_one 2_5_1","_2_5_1_3","Do you and your family have access to enough: Seasonal food?","access_seasonal_food","select_one",NA
"2_5_1","2","Limited access.",NA,"global","select_one 2_5_1","_2_5_1_4","Do you and your family have access to enough: Traditional food?","access_traditional_food","select_one",NA
"2_5_1","1","No access at all.",NA,"global","select_one 2_5_1","_2_5_1_1","Do you and your family have access to enough: Healthy food?","access_healthy_food","select_one",NA
"2_5_1","1","No access at all.",NA,"global","select_one 2_5_1","_2_5_1_2","Do you and your family have access to enough: Diversified food?","access_diversified_food","select_one",NA
"2_5_1","1","No access at all.",NA,"global","select_one 2_5_1","_2_5_1_3","Do you and your family have access to enough: Seasonal food?","access_seasonal_food","select_one",NA
"2_5_1","1","No access at all.",NA,"global","select_one 2_5_1","_2_5_1_4","Do you and your family have access to enough: Traditional food?","access_traditional_food","select_one",NA
"2_6_1_1","5","Yes, all needs are met, and savings are regular.",NA,"global","select_one 2_6_1_1","_2_6_1_1","Does the household earn enough income from farming to support the family?","income_sufficiency","select_one",NA
"2_6_1_1","4","Yes, needs for food are covered, and surplus generates cash for essentials and sporadic savings.",NA,"global","select_one 2_6_1_1","_2_6_1_1","Does the household earn enough income from farming to support the family?","income_sufficiency","select_one",NA
"2_6_1_1","3","Yes, needs for food are covered, but no surplus for savings.",NA,"global","select_one 2_6_1_1","_2_6_1_1","Does the household earn enough income from farming to support the family?","income_sufficiency","select_one",NA
"2_6_1_1","2","No, only needs for food are covered, no surplus for income.",NA,"global","select_one 2_6_1_1","_2_6_1_1","Does the household earn enough income from farming to support the family?","income_sufficiency","select_one",NA
"2_6_1_1","1","No, needs for food and other essentials are not met.",NA,"global","select_one 2_6_1_1","_2_6_1_1","Does the household earn enough income from farming to support the family?","income_sufficiency","select_one",NA
"2_6_1_2","5","Income is increasing over time.",NA,"global","select_one 2_6_1_2","_2_6_1_2","How would you rate the stability of the household income?","income_stability","select_one",NA
"2_6_1_2","4","Income is stable over time.",NA,"global","select_one 2_6_1_2","_2_6_1_2","How would you rate the stability of the household income?","income_stability","select_one",NA
"2_6_1_2","3","Income varies little from year to year.",NA,"global","select_one 2_6_1_2","_2_6_1_2","How would you rate the stability of the household income?","income_stability","select_one",NA
"2_6_1_2","2","Income varies from year to year.",NA,"global","select_one 2_6_1_2","_2_6_1_2","How would you rate the stability of the household income?","income_stability","select_one",NA
"2_6_1_2","1","Income is on a decreasing trend.",NA,"global","select_one 2_6_1_2","_2_6_1_2","How would you rate the stability of the household income?","income_stability","select_one",NA
"2_6_1_3","5","They fully and quickly recover after shocks/perturbations.",NA,"global","select_one 2_6_1_3","_2_6_1_3","How would you rate the capacity of the household's income and agricultural production to recover from shocks/perturbations?","household_shock_recover_capacity","select_one",NA
"2_6_1_3","4","Income and production mostly recover after shocks/perturbations.",NA,"global","select_one 2_6_1_3","_2_6_1_3","How would you rate the capacity of the household's income and agricultural production to recover from shocks/perturbations?","household_shock_recover_capacity","select_one",NA
"2_6_1_3","3","Income and production partially recover after shocks/perturbations.",NA,"global","select_one 2_6_1_3","_2_6_1_3","How would you rate the capacity of the household's income and agricultural production to recover from shocks/perturbations?","household_shock_recover_capacity","select_one",NA
"2_6_1_3","2","There is little capacity to recover after shocks/perturbations.",NA,"global","select_one 2_6_1_3","_2_6_1_3","How would you rate the capacity of the household's income and agricultural production to recover from shocks/perturbations?","household_shock_recover_capacity","select_one",NA
"2_6_1_3","1","There is no capacity to recover after shocks/perturbations.",NA,"global","select_one 2_6_1_3","_2_6_1_3","How would you rate the capacity of the household's income and agricultural production to recover from shocks/perturbations?","household_shock_recover_capacity","select_one",NA
"2_6_1_4","5","Always get a fair price.",NA,"global","select_one 2_6_1_4","_2_6_1_4_1","Do you get a fair price for your produced CROPS?","fair_price_crops","select_one",NA
"2_6_1_4","5","Always get a fair price.",NA,"global","select_one 2_6_1_4","_2_6_1_4_2","Do you get a fair price for your produced LIVESTOCK?","fair_price_livestock","select_one",NA
"2_6_1_4","5","Always get a fair price.",NA,"global","select_one 2_6_1_4","_2_6_1_4_3","Do you get a fair price for your produced FISH?","fair_price_fish","select_one",NA
"2_6_1_4","5","Always get a fair price.",NA,"global","select_one 2_6_1_4","_2_6_1_4_4","Do you get a fair price for your produced wood, bark, rubber, etc. (from TREES)?","fair_price_wood","select_one",NA
"2_6_1_4","5","Always get a fair price.",NA,"global","select_one 2_6_1_4","_2_6_1_4_5","Do you get a fair price for your produced HONEY?","fair_price_honey","select_one",NA
